audit_file,nneg,npos,outpath,outdir
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/NBOG6_18_May2017/NBOG6_18_May2017_audit_HAPE_21Apr_KJD.fig,5,4,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/NBOG6_18_May2017/NBOG6_18_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/NBOG6_18_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/NBOG7_18_May2017/NBOG7_18_May2017_audit_HAPE_21Apr_KJD.fig,5,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/NBOG7_18_May2017/NBOG7_18_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/NBOG7_18_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/NBOG9_18_May2017/NBOG9_18_May2017_audit_HAPE_21Apr_KJD.fig,5,5,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/NBOG9_18_May2017/NBOG9_18_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/NBOG9_18_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/PIHE1_11_May_2017/PIHE1_11_May_2017_audit_HAPE_21Apr_KJD.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/PIHE1_11_May_2017/PIHE1_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/PIHE1_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/PIHE10_11_May_2017/PIHE10_11_May_2017_audit_HAPE_21Apr_KJD.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/PIHE10_11_May_2017/PIHE10_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/PIHE10_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/PIHE3_11_May_2017/PIHE3_11_May_2017_audit_HAPE_21Apr_KJD.fig,14,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/PIHE3_11_May_2017/PIHE3_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/PIHE3_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/PIHE7_11_May_2017/PIHE7_11_May_2017_audit_HAPE_21Apr_KJD.fig,5,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/PIHE7_11_May_2017/PIHE7_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/PIHE7_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/PIHE8_11_May_2017/PIHE8_11_May_2017_audit_HAPE_21Apr_KJD.fig,4,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/PIHE8_11_May_2017/PIHE8_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/PIHE8_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/PIHE9_11_May_2017/PIHE9_11_May_2017_audit_HAPE_21Apr_KJD.fig,15,8,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/PIHE9_11_May_2017/PIHE9_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/PIHE9_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/HONO_2017_audit_HAPE_compare_DS_KD.fig,10,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/HONO_2017_audit_HAPE_compare_DS_KD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/HONO_2017_audit_HAPE_compare_DS_NG.fig,15,2,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/HONO_2017_audit_HAPE_compare_DS_NG.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/POHK10_16_May2017_audit_HAPE_21Apr_DTS.fig,9,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/POHK10_16_May2017_audit_HAPE_21Apr_DTS.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/POHK10_16_May2017_audit_HAPE_21Apr_KJD.fig,11,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/POHK10_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/POHK10_16_May2017_audit_HAPE_21Apr_npg.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017/POHK10_16_May2017_audit_HAPE_21Apr_npg.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK10_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK2_16_May2017/POHK2_16_May2017_audit_HAPE_21Apr_KJD.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK2_16_May2017/POHK2_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK2_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK3_16_May2017/POHK3_16_May2017_audit_HAPE_21Apr_KJD.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK3_16_May2017/POHK3_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK3_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK4_16_May2017/POHK4_16_May2017_audit_HAPE_21Apr_KJD.fig,3,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK4_16_May2017/POHK4_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK4_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK6_16_May2017/POHK6_16_May2017_audit_HAPE_21Apr_KJD.fig,5,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK6_16_May2017/POHK6_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK6_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1/POHK8_16_May2017/POHK8_16_May2017_audit_HAPE_21Apr_KJD.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1/POHK8_16_May2017/POHK8_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1/POHK8_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG3_18_May2017/NBOG3_18_May2017_audit_HAPE_21Apr_KJD.fig,9,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG3_18_May2017/NBOG3_18_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG3_18_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG4_18_May2017/NBOG4_18_May2017_audit_HAPE_21Apr_KJD.fig,3,19,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG4_18_May2017/NBOG4_18_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG4_18_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG5_18_May2017/NBOG5_18_May2017_audit_HAPE_21Apr_KJD.fig,8,7,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG5_18_May2017/NBOG5_18_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/NBOG5_18_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE4_11_May_2017/PIHE4_11_May_2017_audit_HAPE_21Apr_KJD.fig,12,6,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE4_11_May_2017/PIHE4_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE4_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE5_11_May_2017/PIHE5_11_May_2017_audit_HAPE_21Apr_KJD.fig,7,3,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE5_11_May_2017/PIHE5_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE5_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE6_11_May_2017/PIHE6_11_May_2017_audit_HAPE_21Apr_KJD.fig,8,5,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE6_11_May_2017/PIHE6_11_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/PIHE6_11_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK1_19_May_2017/POHK1_19_May_2017_audit_HAPE_21Apr_KJD.fig,11,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/POHK1_19_May_2017/POHK1_19_May_2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK1_19_May_2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK5_16_May2017/POHK5_16_May2017_audit_HAPE_21Apr_KJD.fig,3,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/POHK5_16_May2017/POHK5_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK5_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK7_16_May2017/POHK7_16_May2017_audit_HAPE_21Apr_KJD.fig,11,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/POHK7_16_May2017/POHK7_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK7_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK9_16_May2017/POHK9_16_May2017_audit_HAPE_21Apr_KJD.fig,10,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_HONO_2017_R1_BACKUP/POHK9_16_May2017/POHK9_16_May2017_audit_HAPE_21Apr_KJD.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_HONO_2017_R1_BACKUP/POHK9_16_May2017
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4/ULP1_21_October2016/ULP1_21_October2016_audit_HAPE_21Apr.fig,8,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4/ULP1_21_October2016/ULP1_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4/ULP1_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4/ULP2_21_October2016/ULP2_21_October2016_audit_HAPE_21Apr.fig,1,1,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4/ULP2_21_October2016/ULP2_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4/ULP2_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4/ULP4_21_October2016/ULP4_21_October2016_audit_HAPE_21Apr.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4/ULP4_21_October2016/ULP4_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4/ULP4_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4/ULP6_21_October2016/ULP6_21_October2016_audit_HAPE_21Apr.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4/ULP6_21_October2016/ULP6_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4/ULP6_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4/ULP7_21_October2016/ULP7_21_October2016_audit_HAPE_21Apr.fig,3,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4/ULP7_21_October2016/ULP7_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4/ULP7_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4/ULP8_21_October2016/ULP8_21_October2016_audit_HAPE_21Apr.fig,5,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4/ULP8_21_October2016/ULP8_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4/ULP8_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP10_21_October2016/ULP10_21_October2016_audit_HAPE_21Apr.fig,3,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4_BACKUP/ULP10_21_October2016/ULP10_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP10_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP3_21_October2016/ULP3_21_October2016_audit_HAPE_21Apr.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4_BACKUP/ULP3_21_October2016/ULP3_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP3_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP5_21_October2016/ULP5_21_October2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4_BACKUP/ULP5_21_October2016/ULP5_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP5_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP9_21_October2016/ULP9_21_October2016_audit_HAPE_21Apr.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_ULP_2016_R4_BACKUP/ULP9_21_October2016/ULP9_21_October2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_ULP_2016_R4_BACKUP/ULP9_21_October2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R2/MANO5_6_September2016/MANO5_6_September2016_audit_HAPE_21Apr.fig,8,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R2/MANO5_6_September2016/MANO5_6_September2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R2/MANO5_6_September2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R2/MANOA1_6_September2016/MANOA1_6_September2016_audit_HAPE_21Apr.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R2/MANOA1_6_September2016/MANOA1_6_September2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R2/MANOA1_6_September2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANO3_6_September2016/MANO3_6_September2016_audit_HAPE_21Apr.fig,2,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANO3_6_September2016/MANO3_6_September2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANO3_6_September2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANOA2_6_September2016/MANOA2_6_September2016_audit_HAPE_21Apr.fig,6,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANOA2_6_September2016/MANOA2_6_September2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANOA2_6_September2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANOA4_7_July2016/MANOA4_7_July2016_audit_HAPE_21Apr.fig,11,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANOA4_7_July2016/MANOA4_7_July2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R2_BACKUP/MANOA4_7_July2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MAN0A4_3_November2016/MAN0A4_3_November2016_audit_HAPE_21Apr.fig,15,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MAN0A4_3_November2016/MAN0A4_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MAN0A4_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA1_3_November2016/MANOA1_3_November2016_audit_HAPE_21Apr.fig,9,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA1_3_November2016/MANOA1_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA1_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA2_3_November2016/MANOA2_3_November2016_audit_HAPE_21Apr.fig,2,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA2_3_November2016/MANOA2_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA2_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA3_3_November2016/MANOA3_3_November2016_audit_HAPE_21Apr.fig,8,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA3_3_November2016/MANOA3_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA3_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA5_3_November2016/MANOA5_3_November2016_audit_HAPE_21Apr.fig,7,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA5_3_November2016/MANOA5_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA5_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA6_3_November2016/MANOA6_3_November2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA6_3_November2016/MANOA6_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA6_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA7_3_November2016/MANOA7_3_November2016_audit_HAPE_21Apr.fig,3,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA7_3_November2016/MANOA7_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA7_3_November2016
\\NAS1\NAS5_6Jun16/Figs/KIUC_KESRP_UMANOA_2016_R3/MANOA8_3_November2016/MANOA8_3_November2016_audit_HAPE_21Apr.fig,4,0,\\NAS1\NAS1_2Jun14\Motherships\HAPE_CNN_Mother_test\KIUC_KESRP_UMANOA_2016_R3/MANOA8_3_November2016/MANOA8_3_November2016_audit_HAPE_21Apr.fig,\\NAS1/NAS1_2Jun14/Motherships/HAPE_CNN_Mother_test/KIUC_KESRP_UMANOA_2016_R3/MANOA8_3_November2016
